"abbreviation","code","state","year","homicide.rates","state.gdp.capita","state.gdp.growth.percent","gini","population.projection","population.extreme.poverty","years.schooling","gini.imp","population.extreme.poverty.imp","years.schooling.imp","proportion.extreme.poverty","population.projection.ln"
"RR",14,"Roraima",2001,31.7269231111384,11.1525809108,7.2989097816,0.5375127261,351178,43525,5.2960269337,0.5375127261,43525,5.2960269337,0.123939996241222,12.769048496412
"RR",14,"Roraima",2002,34.8837879757489,11.6457552686,8.0578229368,0.5612473297,365275,60020,5.541045997,0.5612473297,60020,5.541045997,0.164314557525152,12.8084057735403
"RR",14,"Roraima",2003,29.6672786709324,11.6422083334,3.3663819086,0.524408129,379035,46504,6.458452362,0.524408129,46504,6.458452362,0.1226905167069,12.8453838280857
"RR",14,"Roraima",2004,22.5726881351662,11.8102289515,5.5203823739,0.5827938266,392392,122212,6.1513055039,0.5827938266,122212,6.1513055039,0.311453852270179,12.8800166191057
"RR",14,"Roraima",2005,24.0213841427986,12.03726613,4.4367026039,0.5392288736,405273,80648,6.1884598147,0.5392288736,80648,6.1884598147,0.198996725663935,12.9123161930769
"RR",14,"Roraima",2006,27.2722764912729,12.4138529405,6.2981287612,0.5639582231,417634,44139,6.5319928727,0.5639582231,44139,6.5319928727,0.105688234195492,12.9423607298609
"RR",14,"Roraima",2007,27.9328936310635,12.9804316681,2.5889124567,0.5154439949,429406,54209,6.8126760851,0.5154439949,54209,6.8126760851,0.126241831739659,12.9701581373148
"RR",14,"Roraima",2008,25.4370940663673,13.395657468,7.6473083763,0.5422395412,440533,39266,7.3105598995,0.5422395412,39266,7.3105598995,0.0891329366925974,12.9957406364219
"RR",14,"Roraima",2009,27.28370545937,13.7204004405,4.5869822929,0.5213117091,450969,38953,7.5697813642,0.5213117091,38953,7.5697813642,0.0863762254168247,13.0191538799805
"SC",42,"Santa Catarina",1990,8.42289680267493,17.2942659152,-2.4361753091,0.5692778701,4529689,428902,4.9475532859,0.5692778701,428902,4.9475532859,0.0946868537773785,15.3261638416808
"SC",42,"Santa Catarina",1991,7.81595043939216,17.4862919047,2.8066166022,NA,4609901,NA,NA,0.55721628995,417919,5.0202220021,0.0906568275544312,15.343716939688
"SC",42,"Santa Catarina",1992,7.53954786179222,17.7565110336,3.5078450253,0.5451547098,4697603,406936,5.0928907183,0.5451547098,406936,5.0928907183,0.0866263070761833,15.3625629365861
"SC",42,"Santa Catarina",1993,7.62157151695601,18.4320880928,5.5828082093,0.511214765,4784810,351210,5.3091694348,0.511214765,351210,5.3091694348,0.073401033687858,15.3809568746618
"SC",42,"Santa Catarina",1994,7.06801972753271,18.7359294484,3.3429382574,NA,4872254,NA,NA,0.52407189435,341673.5,5.45026219455,0.0701263727219476,15.3990672216599
"SC",42,"Santa Catarina",1995,8.35299595498871,19.5010579924,5.7742381824,0.5369290237,4959650,332137,5.5913549543,0.5369290237,332137,5.5913549543,0.0669678303912574,15.4168457316952
"SC",42,"Santa Catarina",1996,8.28676472398244,19.8858255241,3.595253491,0.5222329182,5047195,322600,5.6620185494,0.5222329182,322600,5.6620185494,0.0639166903596948,15.43434320139
"SC",42,"Santa Catarina",1997,8.36978728639646,20.4634529228,4.5108666893,0.5287279349,5135043,282397,5.8704382589,0.5287279349,282397,5.8704382589,0.0549940867096926,15.4515987752143
"SC",42,"Santa Catarina",1998,7.93514263866703,20.1427853348,-0.0684001856,0.5221730787,5223449,357193,5.8670806568,0.5221730787,357193,5.8670806568,0.0683825954843246,15.4686684696435
"SC",42,"Santa Catarina",1999,7.47287405559015,20.0822904535,1.782478801,0.5203585512,5312899,366984,5.9072138894,0.5203585512,366984,5.9072138894,0.0690741533012391,15.4856481952769
"SC",42,"Santa Catarina",2000,7.89715403744753,20.5757218084,4.1822738198,NA,5454144,NA,NA,0.5088987234,308383,6.14473094075,0.0565410447542272,15.5118862446794
"SC",42,"Santa Catarina",2001,8.40567166271695,20.8844623857,3.1917973761,0.4974388956,5539977,249782,6.3822479921,0.4974388956,249782,6.3822479921,0.0450871907951964,15.5275009070903
"SC",42,"Santa Catarina",2002,10.3478505958567,20.9616339366,2.0320335613,0.4711160949,5626501,191266,6.5586835372,0.4711160949,191266,6.5586835372,0.0339937733948683,15.5429983149026
"SC",42,"Santa Catarina",2003,11.6458242675381,20.8384159784,1.0478830201,0.4807099293,5713792,226695,6.8400259498,0.4807099293,226695,6.8400259498,0.0396750529245727,15.5583934592902
"SC",42,"Santa Catarina",2004,11.1140361659913,22.0522553398,7.5373201735,0.4610920642,5801932,180516,6.8751547863,0.4610920642,180516,6.8751547863,0.0311130844001619,15.5737015234983
"SC",42,"Santa Catarina",2005,10.5001372176964,22.0431784035,1.5582349551,0.4607825471,5890979,145616,7.1393532528,0.4607825471,145616,7.1393532528,0.0247184720909716,15.5889327557377
"SC",42,"Santa Catarina",2006,11.0098610424614,22.2606141093,2.564886672,0.464521412,5980986,99523,7.2528996829,0.464521412,99523,7.2528996829,0.0166398985050291,15.6040959952783
"SC",42,"Santa Catarina",2007,10.4475744187159,23.96452476,5.9961044633,0.4626400132,6072000,93227,7.3488437728,0.4626400132,93227,7.3488437728,0.0153535902503294,15.6191985980576
"SC",42,"Santa Catarina",2008,13.0357481850385,23.9180809893,2.9723197489,0.4648223537,6164049,100465,7.5951921989,0.4648223537,100465,7.5951921989,0.016298540131657,15.6342444247741
"SC",42,"Santa Catarina",2009,13.090958299006,23.6424543172,-0.0719670501,0.4596916295,6257173,102899,7.7945750528,0.4596916295,102899,7.7945750528,0.0164449664409151,15.6492390436314
"SP",35,"São Paulo",1990,30.6864076954964,22.9467064865,-5.3103331109,0.5386841219,31485089,1520757,5.6965587763,0.5386841219,1520757,5.6965587763,0.0483008639422934,17.2650246266439
"SP",35,"São Paulo",1991,30.6151602183322,22.4485135313,-0.4808052776,NA,32066041,NA,NA,0.52855148365,1949598.5,5.7665472431,0.0607994763057903,17.283308115343
"SP",35,"São Paulo",1992,28.1516413027833,21.5229856589,-2.5004791788,0.5184188454,32650881,2378440,5.8365357099,0.5184188454,2378440,5.8365357099,0.0728445887876655,17.3013823964773
"SP",35,"São Paulo",1993,28.1915872010499,22.4841773891,6.1830304543,0.5443968723,33232425,2340518,5.9462833898,0.5443968723,2340518,5.9462833898,0.0704287454195714,17.3190366138944
"SP",35,"São Paulo",1994,30.0838752897849,23.4447255754,5.9412577543,NA,33815548,NA,NA,0.54130045635,1967093.5,6.0397758901,0.0581712737584498,17.3364312546857
"SP",35,"São Paulo",1995,34.3210807431124,24.1643222911,4.6778599735,0.5382040404,34398346,1593669,6.1332683904,0.5382040404,1593669,6.1332683904,0.0463298148114447,17.3535190397923
"SP",35,"São Paulo",1996,36.1967237715195,24.1031639625,1.2725436322,0.5326756658,34982145,1489278,6.2556811512,0.5326756658,1489278,6.2556811512,0.042572518066002,17.3703483464294
"SP",35,"São Paulo",1997,36.118657732626,24.5496938133,3.3819908572,0.5373749661,35567960,1645960,6.4712856168,0.5373749661,1645960,6.4712856168,0.0462764802929378,17.3869557905791
"SP",35,"São Paulo",1998,39.680884181123,23.8962432492,-1.1952238847,0.5417714221,36157494,1559028,6.6547592018,0.5417714221,1559028,6.6547592018,0.0431177005795811,17.4033947879893
"SP",35,"São Paulo",1999,44.1414151341124,23.1100251143,-1.3386535424,0.5416729457,36753995,1984047,6.7147186779,0.5416729457,1984047,6.7147186779,0.0539818052432123,17.4197574851979
"SP",35,"São Paulo",2000,42.2089811455003,23.7092725642,4.2628419828,NA,37799568,NA,NA,0.5474057334,2183382.5,6.839834776,0.0577621019372497,17.4478082319531
"SP",35,"São Paulo",2001,41.8414989806779,23.4228446292,0.38395454,0.5531385211,38323392,2382718,6.9649508741,0.5531385211,2382718,6.9649508741,0.0621739850167751,17.4615710248948
"SP",35,"São Paulo",2002,37.9645371304677,23.3234417859,1.1716240535,0.5550697177,38835718,2354203,7.1507579561,0.5550697177,2354203,7.1507579561,0.0606195307113931,17.4748509481419
"SP",35,"São Paulo",2003,35.916397332448,22.8757550908,-0.3570341496,0.5457373094,39336185,2778563,7.3056763447,0.5457373094,2778563,7.3056763447,0.0706363110708372,17.4876553911338
"SP",35,"São Paulo",2004,28.5835432288553,23.8912154431,6.0759379763,0.5279759696,39824526,2236815,7.4349437368,0.5279759696,2236815,7.4349437368,0.0561667701958336,17.499993511618
"SP",35,"São Paulo",2005,21.5786139542146,24.3598569518,3.5426800934,0.5321279702,40300493,1978448,7.548009215,0.5321279702,1978448,7.548009215,0.0490924019217333,17.5118742600927
"SP",35,"São Paulo",2006,19.8900222553554,24.9467930565,3.9615269477,0.5246518255,40763876,1466123,7.796276126,0.5246518255,1466123,7.796276126,0.0359662314741611,17.5233068550264
"SP",35,"São Paulo",2007,14.9627127470305,27.6206370268,7.4064255086,0.5064812865,41214356,1382576,7.9417051509,0.5064812865,1382576,7.9417051509,0.0335459809198523,17.5342972002283
"SP",35,"São Paulo",2008,14.9152795298083,28.4034940399,5.8912359761,0.4980843278,41651651,1194966,8.0515240887,0.4980843278,1194966,8.0515240887,0.0286895230155462,17.5448515656474
"SP",35,"São Paulo",2009,15.2691533212269,27.9288107975,-0.7783578832,0.4893578599,42075716,1187057,8.2429559939,0.4893578599,1187057,8.2429559939,0.0282124016618042,17.5549813151275
"SE",28,"Sergipe",1990,10.0871336208899,8.492623942,1.5794694918,0.5674301903,1482911,411077,3.2878217158,0.5674301903,411077,3.2878217158,0.27720948863418,14.209517605833
"SE",28,"Sergipe",1991,21.5835632452091,8.4435004265,1.3739341535,NA,1513630,NA,NA,0.5799417989,451437.5,3.68180462115,0.298248250893547,14.2300212973793
"SE",28,"Sergipe",1992,30.5437983555323,8.2226447498,-0.7349492708,0.5924534075,1545297,491798,4.0757875265,0.5924534075,491798,4.0757875265,0.318254678550466,14.2507266828493
"SE",28,"Sergipe",1993,20.1727509316208,8.4335197127,4.4770610751,0.6096129651,1576786,496075,4.1275982372,0.6096129651,496075,4.1275982372,0.314611494521134,14.2708991560395
"SE",28,"Sergipe",1994,21.4088682119473,8.4825655399,2.4040191435,NA,1608360,NA,NA,0.59740537045,447153.5,4.18219249615,0.278018291924693,14.2907255842605
"SE",28,"Sergipe",1995,15.5738690412008,8.4215892959,1.0313577313,0.5851977758,1639916,398232,4.2367867551,0.5851977758,398232,4.2367867551,0.242836828227787,14.3101555789764
"SE",28,"Sergipe",1996,14.3471139518083,8.561773119,3.4175984573,0.606286713,1671527,388218,4.4335138657,0.606286713,388218,4.4335138657,0.232253502336486,14.3292481378677
"SE",28,"Sergipe",1997,11.3446965354059,9.0157557207,7.0815631214,0.620227838,1703246,453198,4.570852371,0.620227838,453198,4.570852371,0.266079004442106,14.3480464001817
"SE",28,"Sergipe",1998,10.3269304386228,8.8628500033,-0.0623469487,0.6165587905,1735168,393962,4.6593050674,0.6165587905,393962,4.6593050674,0.227045450354087,14.3666147966466
"SE",28,"Sergipe",1999,19.7344029613253,8.6218728818,-0.5223514451,0.6242959525,1767466,443067,4.7295048485,0.6242959525,443067,4.7295048485,0.250679220986429,14.3850574403585
"SE",28,"Sergipe",2000,23.3121786519906,8.7672435729,3.5337016366,NA,1824047,NA,NA,0.5974669408,463771.5,4.8592558508,0.254254139284788,14.4165682168283
"SE",28,"Sergipe",2001,29.2739080337059,8.6820460686,0.8064413391,0.5706379291,1856879,484476,4.9890068531,0.5706379291,484476,4.9890068531,0.260908761421719,14.4344076793535
"SE",28,"Sergipe",2002,29.7393017060256,8.8717633988,4.0069047452,0.556198414,1888967,433237,5.2470433319,0.556198414,433237,5.2470433319,0.229351280355877,14.4515406767704
"SE",28,"Sergipe",2003,25.2320898838514,8.9504386847,2.6711694037,0.5782618935,1920338,478700,5.5508764879,0.5782618935,478700,5.5508764879,0.249279033170202,14.4680117701771
"SE",28,"Sergipe",2004,24.381721065752,9.3804812523,6.6254364501,0.5607642447,1950985,388209,5.7639145029,0.5607642447,388209,5.7639145029,0.198981027532247,14.4838449312108
"SE",28,"Sergipe",2005,25.0023122057062,9.746751866,5.6874633921,0.5535993078,1980891,409172,5.4783008791,0.5535993078,409172,5.4783008791,0.206559573444475,14.4990573014511
"SE",28,"Sergipe",2006,29.8385419998805,9.9776921472,4.0833929306,0.559901636,2010083,301367,5.6293830223,0.559901636,301367,5.6293830223,0.149927639803928,14.513686572715
"SE",28,"Sergipe",2007,25.8676226867949,10.9347879797,6.2339327808,0.5431488303,2038561,299645,6.081654644,0.5431488303,299645,6.081654644,0.146988488448469,14.5277547247574
"SE",28,"Sergipe",2008,28.7089859125878,10.8817029713,2.5905650007,0.5391487052,2066358,266205,6.3652633403,0.5391487052,266205,6.3652633403,0.128828112069641,14.541298195354
"SE",28,"Sergipe",2009,32.8257635208079,11.2505972278,4.440055291,0.5763528624,2093507,280663,6.2982941324,0.5763528624,280663,6.2982941324,0.134063559376682,14.5543512081186
"TO",17,"Tocantins",1990,5.87534947244571,7.4802792384,-3.775417522,NA,917767,NA,NA,0.581456794733333,316859.333333333,5.2450046605,0.345250301365524,13.7296988247506
"TO",17,"Tocantins",1991,10.1102011930002,7.6122181897,3.4331114479,NA,932030,NA,NA,0.586560727066667,353055.666666667,4.1917151886,0.378802899763598,13.7451202819909
"TO",17,"Tocantins",1992,7.10343986725709,7.6062331607,3.7309082416,0.5916646594,958030,389252,3.1384257167,0.5916646594,389252,3.1384257167,0.406304604239951,13.7726343717028
"TO",17,"Tocantins",1993,9.58559316268638,7.5925648284,2.2445364129,0.5334870776,983883,297083,3.2449985868,0.5334870776,297083,3.2449985868,0.301949520420619,13.7992622665259
"TO",17,"Tocantins",1994,10.6989330337677,7.6169350505,2.6755149989,NA,1009806,NA,NA,0.58258580025,320197,3.4800990781,0.317087638615734,13.8252687911599
"TO",17,"Tocantins",1995,7.44793151080679,7.7713175348,4.3443567101,0.6316845229,1035715,343311,3.7151995694,0.6316845229,343311,3.7151995694,0.331472461053475,13.8506025674305
"TO",17,"Tocantins",1996,12.2062629572376,7.7757470707,2.2689711338,0.6379397278,1061668,332631,4.0416968254,0.6379397278,332631,4.0416968254,0.313309810599924,13.8753518142065
"TO",17,"Tocantins",1997,11.1959391125957,7.9080208851,3.893665191,0.6253016191,1087711,350815,3.7644974819,0.6253016191,350815,3.7644974819,0.322525928302647,13.8995860461135
"TO",17,"Tocantins",1998,12.0959807041965,8.0789021631,4.2355845122,0.613800816,1113920,301368,3.9331220939,0.613800816,301368,3.9331220939,0.270547256535478,13.9233958836052
"TO",17,"Tocantins",1999,13.0410378551457,8.0857119891,2.9315541659,0.5580211104,1140437,285253,4.4559746321,0.5580211104,285253,4.4559746321,0.250126048172762,13.9469220802506
"TO",17,"Tocantins",2000,15.3833123901312,8.1320619577,2.8624617326,NA,1186152,NA,NA,0.5786014854,273923,4.60114409515,0.230934146719813,13.9862250122165
"TO",17,"Tocantins",2001,18.6520713505044,8.0138560417,0.7532960931,0.5991818604,1211273,262593,4.7463135582,0.5991818604,262593,4.7463135582,0.216790929872952,14.0071824306549
"TO",17,"Tocantins",2002,14.9129086136956,8.0758971422,3.0049603281,0.5594293698,1236171,263764,4.9185291453,0.5594293698,263764,4.9185291453,0.213371774616942,14.0275292569449
"TO",17,"Tocantins",2003,18.2898873993264,8.7326442958,10.4970508315,0.5660647346,1260783,269098,5.3051584928,0.5660647346,269098,5.3051584928,0.213437205292267,14.0472435144923
"TO",17,"Tocantins",2004,16.3573922646333,9.3678485905,8.1833128201,0.5506102414,1285028,231437,5.3578488095,0.5506102414,231437,5.3578488095,0.180102690369393,14.0662910659573
"TO",17,"Tocantins",2005,15.4705339938173,9.7264417171,7.3707344593,0.5351824045,1308824,196221,5.6253801528,0.5351824045,196221,5.6253801528,0.14992160901695,14.0846395820708
"TO",17,"Tocantins",2006,17.7118270725274,9.829354866,3.1255543958,0.5216510986,1332107,171458,5.7787525592,0.5216510986,171458,5.7787525592,0.128711882754163,14.1022724571865
"TO",17,"Tocantins",2007,16.4840542531515,11.0237822544,4.6761561432,0.5462863625,1354808,173268,6.121636628,0.5462863625,173268,6.121636628,0.127891184581136,14.1191703048389
"TO",17,"Tocantins",2008,18.1177953454456,11.3575263384,6.0829688422,0.5437508819,1376898,134273,6.3676022318,0.5437508819,134273,6.3676022318,0.0975184799455007,14.1353437008931
"TO",17,"Tocantins",2009,21.8255611374995,11.6840034913,3.8018183445,0.523315206,1398334,113423,6.7338389958,0.523315206,113423,6.7338389958,0.0811129529854813,14.1507920859733
